	Country Name	Country Code	Indicator Name	Indicator Code	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016
15	India	IND	Merchandise exports to low- and middle-income economies within region (% of total merchandise exports)	TX.VAL.MRCH.WR.ZS	4.09779320416892	6.51100208391448	8.070399632180179	4.066722517179169	4.43947452240246	3.6140616592598502	3.73384195787248	4.54837029937589	4.42694088903475	3.8715181099750002	3.3013056681496398	2.55259132934223	2.83914694584525	4.00002566386238	3.4293159623948197	3.19147642742021	3.0389511583274	2.9672716881950802	3.47174154970077	3.06064875804354	3.5851563467481	3.91491301534366	4.04652864636177	4.27988123310546	5.10709567379459	5.16862686844654	4.78069266501213	4.98148678975142	4.15863703270662	4.292328367268101	4.66899754412058	5.168070686023349	6.42750819416098	5.88532685051455	5.426308713092821	5.19242216895964	5.75831266752968	5.0844330777034505	4.51906844666416	5.00139072235237	4.48654168920133	4.9964450905371205	5.23850691485926	6.4478900623565805	6.64633483412452	6.47965232789863
16	India	IND	Merchandise exports by the reporting economy (current US$)	TX.VAL.MRCH.WL.CD	2108940000.0	2437720000.0	2957970000.0	3891340000.0	4364030000.0	5017900000.0	6024090000.0	6625450000.0	7678440000.0	8440100000.0	6826390000.0	8271359993.0	7857421481.0	8230249870.0	8265208692.0	9135050552.0	10797330556.0	13191867383.0	15835741000.0	17811164694.0	17870183000.0	19229717290.0	20987424487.0	24192531185.0	30534380000.0	32322363009.0	34622075000.0	33665150000.0	35921625000.0	42463550014.0	43182526462.0	50333488279.0	60931347183.0	75045790271.0	97898384148.0	120156175923.0	153348708065.0	195055027934.0	165188398430.0	222906886822.0	307044084270.0	297197466217.0	315089792593.0	317719333408.0	266162810564.0	261861688303.0
17	India	IND	Merchandise exports by the reporting economy, residual (% of total merchandise exports)	TX.VAL.MRCH.RS.ZS	20.5619884871073	21.1997276143281	18.6469098740014	18.4000884014247	16.2762400808427	14.673070407939598	18.268817364946397	15.816736976356301	15.121561150442	21.760405682397103	26.9558287762639	27.8695714967172	22.0670612642168	22.3432342644051	24.650617279295698	22.047801898141	17.926239147364303	19.499595268179604	4.363761695774141	25.3982165665106	16.273235702175	9.10486087546636	6.24130887432791	5.615205819564179	7.65406076691258	4.70140267150912	1.2945497922929199	0.680377185308843	0.331694348460015	3.33904017806456	4.96186560525936	1.56807498940878	0.46032733554634997	0.43738698308683394	0.27315937778475696	0.234538551044263	0.251288138558469	1.81511517262604	2.7667004792329197	1.3636621498497299	4.91776790648799	1.6234689048381998	3.6562302485884906	0.97002002835072	0.8537993189899721	0.900029757798288
18	India	IND	Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports)	TX.VAL.MRCH.R6.ZS	6.155224899712651	4.38524522914855	2.89793337998695	3.9099641768645204	4.6344777648183	3.71390422288208	4.17440642487081	4.219939777675481	3.8229119456556298	4.23632421416808	4.7452606721854504	3.31454554307899	2.67481440964081	1.8652243422106498	1.67269391677691	1.71301186686635	1.6593830861317598	1.67256228094239	0.386398085192224	1.7107665570160402	2.34915333547508	2.91631578635652	2.6300767220957004	3.1012160499567	4.23689624613305	4.24654206011427	4.32144809344905	4.87789301399221	4.38524148058447	4.0206247250574	4.62645863659241	4.646380256891001	4.66185057663146	4.91293553800412	4.98823883509395	6.1116941219118095	6.73864241009444	6.37074454199904	5.968406941833679	6.3563393648372495	6.37828366912246	7.679068513772731	8.205887312699451	9.076898600302131	8.1106978864762	7.137621000278981
19	India	IND	Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports)	TX.VAL.MRCH.R5.ZS	4.09779320416892	6.51100208391448	8.070399632180179	4.066722517179169	4.43947452240246	3.6140616592598502	3.73384195787248	4.54837029937589	4.42694088903475	3.8715181099750002	3.3013056681496398	2.55259132934223	2.83914694584525	4.00002566386238	3.4293159623948197	3.19147642742021	3.0389511583274	2.9672716881950802	3.47174154970077	3.06064875804354	3.5851563467481	3.91491301534366	4.04652864636177	4.27988123310546	5.10709567379459	5.16862686844654	4.78069266501213	4.98148678975142	4.15863703270662	4.292328367268101	4.66899754412058	5.168070686023349	6.42750819416098	5.88532685051455	5.426308713092821	5.19242216895964	5.75831266752968	5.0844330777034505	4.51906844666416	5.00139072235237	4.48654168920133	4.9964450905371205	5.23850691485926	6.4478900623565805	6.64633483412452	6.47965232789863
20	India	IND	Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports)	TX.VAL.MRCH.R4.ZS	4.76353049399224	4.48000590715915	3.4019952873085297	8.419207779325369	13.5397785991389	7.448932820502599	6.294062671706429	5.32793998898188	4.60223691270623	4.54141538607362	5.1403450432805595	3.2561107269896095	4.5817774682259005	3.69056288445347	3.20208392627964	1.94400028756404	1.8787477881491297	1.7163527909004	0.842170884204282	1.86894192333271	2.35571174620875	3.96478716510554	3.9639633177254097	1.81390826219989	1.66605642557668	2.24446506215526	2.13584829909819	2.3327536042465296	2.17730962894914	2.50308795107702	3.3427669089029597	3.5692288820553304	3.69029193503102	3.9155219411894198	3.6147926094981404	4.04063661289561	4.31128590153995	4.17089105170505	4.077731010785491	3.7729980643065297	3.23645475392438	3.98390438071734	4.48582587004248	4.40322592362827	3.678745753117	3.29025587699966
21	India	IND	Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports)	TX.VAL.MRCH.R3.ZS	0.7695809269111501	0.391759512987546	0.302910441958505	0.676373691324839	0.39573513472638794	0.372466569680544	0.218456231563605	0.245568225554491	0.21944561655753	0.341228184500184	0.32916373075666605	0.134515146353394	0.0911138089933399	0.110140507799674	0.166193395858177	0.21683913939220897	0.164273427658873	0.327056304823073	0.291397794394339	0.38733178422206105	0.5984661712753591	0.7662018311450691	0.9354714206195781	1.1309656269851	0.929083872015741	1.05850904188142	1.37101834595413	1.4641253640634297	1.48065406283819	1.8289215262123701	1.9548834590372	2.11310260895181	1.68580802081229	2.23786375216436	2.5908280612329397	2.85223645532479	3.13053327776661	3.0735239293747	2.34409719072424	2.97731095688381	3.23585824023341	3.83674401910084	3.54961173764423	4.47438317036393	3.74065871257622	3.58293463652602
22	India	IND	Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports)	TX.VAL.MRCH.R2.ZS	1.7639193149164998	2.10319478857293	1.8549883873061601	1.3106025173847602	1.6700160173051102	2.17979632914167	0.9606430182815991	0.9161641850742209	0.89835956261949	1.0970249167663901	1.3144575683487199	2.07667363221244	0.991414132338054	1.23881351854995	1.13351912203598	1.4350619654896	1.17628061252069	0.952774890399306	0.260290945652622	0.671770527394574	0.37529554118164293	2.8925703202576805	3.7472711789249997	3.7898371980542302	4.31461192269173	3.41100157093406	3.71641503289448	3.2460125678929104	3.3591186367543195	3.26309269136275	2.8273907643509704	2.61254384697322	2.64433568678675	2.45869234948016	2.34941868143897	2.4221253977532	2.41629165302743	2.2260724616999905	2.0710905853656296	2.43142017246328	2.36904742760117	2.5958647209216004	2.64005384609365	3.18225454477345	2.8380608748432303	3.00040652029585
23	India	IND	Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports)	TX.VAL.MRCH.R1.ZS	2.5481995694519504	1.7520469947327801	2.0307846259427897	3.05370386550648	3.18535848745311	3.60369875844477	2.9657591437046897	4.5059580858658705	4.63075833111934	3.82649494674234	3.58842667940156	3.10036978461856	2.2023583871432595	2.08283208538844	1.68335611579498	1.7606678921419499	1.9036138695020601	2.14790841791773	3.22702928773589	2.7247003176804196	4.07244850262585	4.27543319332907	5.44721772177495	5.3565231107503095	6.21126088035847	7.37351007825877	7.164215316384129	5.32575972481929	5.68097907597443	6.711344211824991	8.04652281301252	9.82369094824484	10.6310977345456	11.2241377798576	11.6473637008777	11.8185643591889	12.611748192102402	11.8010688890259	12.8017799221906	14.567180109123099	12.495247563624401	11.46128542601	11.5901747135211	11.024140958089399	10.769338072535698	10.751101047444598
24	India	IND	Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports)	TX.VAL.MRCH.OR.ZS	16.0004552049845	13.112252432600998	10.4886121225029	17.369852030406	23.425366003441802	17.318798700651698	14.613327490127098	15.215570263151902	14.1737123686582	14.0424876482506	15.117653693973	11.882214833253	10.5414782063414	8.98757333840218	7.85784647674568	7.069581151454151	6.78229878396251	6.8166546849829	5.00728699717936	7.363511109645799	9.75107529676669	14.8153082961939	16.7240003611406	15.1924502479462	17.3579093467757	18.334027813343802	18.70894508778	17.2465442750144	17.0833028851005	18.3270711055345	20.798022581896102	22.7649465431162	23.3133839538071	24.749151360695702	25.1906418881417	27.2452569470743	29.208501434530802	27.642300873804697	27.2631056508997	30.105248667614003	27.714891654505802	29.5568670605225	30.471553480000896	32.1609031971572	29.137501299548397	27.7623190815451
